county,pop,whitepct,blackpct,pubtransit,livealone,collegepct,medinc,hu,medhomevalue,tourismemp,vacant,rental,pubother,subway,over70pct,over18,army,male,commute30,commute60,healthworker,fbornpct,povpct,gini,govpct,noinsurance,outsidecounty,nonprofitpct,STATE,LandSQMI,popdens,hudens,county2
10001,174822,0.663303246,0.253354841,0.010056048,0.061414517,0.235720379,58775,70576,213900,0.109992049,0.085453979,0.309721899,0.009692425,0.000363623,0.108138564,134211,0.017717956,0.482038874,0.335198883,0.09762175,0.096273018,0.027879786,0.135754309,0.4302,0.01168705,0.067376114,0.358353474,0.065326316,Delaware,586.18,298.2394486,120.3998772,10001
10003,555133,0.645220154,0.24968431,0.038859238,0.067180104,0.359066621,70996,222146,254500,0.086779241,0.082337742,0.319800839,0.038094673,0.000764566,0.096618288,433949,0.001288074,0.484334385,0.344427121,0.076858177,0.090896823,0.057814974,0.114307264,0.4586,0.005113243,0.05274086,0.030532908,0.092826142,Delaware,426.293,1302.23344,521.1110668,10003
10005,219540,0.82336704,0.122947982,0.004878762,0.052794718,0.264672234,60853,135529,248900,0.098530603,0.340620827,0.204476025,0.004001212,0.00087755,0.169750387,177909,0.000783557,0.484781817,0.364925465,0.072399101,0.099094573,0.040703289,0.117019112,0.4496,0.007905827,0.068191567,0.14423281,0.069491299,Delaware,936.08,234.5312366,144.7835655,10005
1001,55200,0.768786232,0.191394928,0.001064352,0.030831163,0.276892859,58786,23315,147900,0.081246891,0.094359854,0.251053753,0.001064352,0,0.104692029,41831,0.012612987,0.486847826,0.391613691,0.056666526,0.06993036,0.009692029,0.153784351,0.4602,0.020021555,0.070729775,0.784944394,0.083485326,Alabama,594.437,92.86097602,39.22198652,1001
1003,208107,0.862661996,0.094970376,0.000896959,0.042863321,0.31345883,55962,111945,189800,0.100836376,0.297672964,0.263806568,0.000896959,0,0.132258886,162430,0.001836482,0.486230641,0.420472423,0.078554531,0.08833892,0.018504904,0.105660985,0.4609,0.009788068,0.10037381,0.319000403,0.067145718,Alabama,1589.786,130.902524,70.41513763,1003
1005,25782,0.473818943,0.475758281,0.002576716,0.018070978,0.122159247,34186,11937,92900,0.059174312,0.230459915,0.386022208,0.002576716,0,0.120975875,20346,0,0.531262121,0.303904118,0.080218346,0.062958716,0.014195951,0.288633182,0.4731,0.029472477,0.111091688,0.326908029,0.044036697,Alabama,884.875,29.13631869,13.49004097,1005
1007,22527,0.76654681,0.222754916,0.004656431,0.017105263,0.114892269,45340,9161,96500,0.043956044,0.25335662,0.249269006,0.004656431,0,0.105695388,17868,0,0.539441559,0.516670974,0.088524166,0.098654155,0.00870067,0.139876881,0.4294,0.039881467,0.079099081,0.786475138,0.060624768,Alabama,622.581,36.18324363,14.7145512,1007
1009,57645,0.955052476,0.014953595,0.00146586,0.019708738,0.12642895,48695,24222,124700,0.046238171,0.149533482,0.213737864,0.00146586,0,0.119750195,44177,0.001110748,0.493260474,0.605050554,0.179526873,0.107467441,0.028397953,0.144003364,0.4331,0.012086574,0.1079781,0.831881419,0.05092289,Alabama,644.775,89.40328021,37.566593,1009
1011,10352,0.219860896,0.76246136,0,0.016348019,0.133023649,32152,4526,77500,0.081979695,0.202607159,0.244666112,0,0,0.100560278,8202,0,0.547044049,0.442588727,0.128131524,0.055837563,0,0.31385609,0.5174,0.055329949,0.106333935,0.682845532,0.10964467,Alabama,622.805,16.62157497,7.267122133,1011
1013,20025,0.520049938,0.452184769,0,0.034734645,0.1609303,39109,10026,88300,0.104755866,0.330939557,0.300536673,0,0,0.135780275,15459,0.000751409,0.467815231,0.335033346,0.066954361,0.094736842,0.006791511,0.235449333,0.4708,0.025618263,0.101601297,0.389234124,0.050729233,Alabama,776.827,25.77794026,12.90634852,1013
1015,115098,0.743349146,0.205702966,0.003223959,0.047365265,0.179680293,45197,53682,113800,0.085034367,0.161115458,0.305265028,0.003223959,0,0.11050583,89902,0.003149759,0.480590453,0.330357924,0.073794522,0.089062857,0.013571044,0.185915468,0.4676,0.013767469,0.094099207,0.368883202,0.062877671,Alabama,605.865,189.9730138,88.60389691,1015
1017,33826,0.575977059,0.39375037,0.001875521,0.043134063,0.132320489,39872,16981,88400,0.062559178,0.204051587,0.322358686,0.001875521,0,0.127712411,26820,0.000433902,0.480606634,0.323313057,0.055807045,0.075071013,0.011706971,0.166225882,0.4568,0.023129988,0.106661083,0.370244341,0.05741918,Alabama,596.533,56.70432315,28.46615359,1017
1019,25853,0.928209492,0.049007852,0.002274842,0.026023006,0.128902694,41014,16531,123100,0.046812851,0.358417519,0.210446917,0.002274842,0,0.14261401,20567,0,0.495880555,0.490633551,0.087665755,0.130137685,0.002901017,0.150072546,0.4539,0.028046915,0.083089069,0.350238786,0.029984702,Alabama,553.7,46.69134911,29.85551743,1019
1021,43930,0.833120874,0.094422946,0,0.038923049,0.141610445,45182,19586,102200,0.046457143,0.144746247,0.251507373,0,0,0.111063055,33283,0,0.493330298,0.523363929,0.177017523,0.068342857,0.036967903,0.185714286,0.4845,0.019371429,0.140842487,0.737291564,0.064171429,Alabama,692.854,63.40441132,28.26858184,1021
1023,13075,0.56749522,0.427533461,0,0.023551402,0.129821958,34884,7344,75200,0.033302064,0.271514161,0.20317757,0,0,0.153575526,10425,0,0.478240918,0.471865745,0.159674235,0.093574109,0.001912046,0.222446602,0.4809,0.04315197,0.114407107,0.17559444,0.017589118,Alabama,913.499,14.31309722,8.039417668,1023
1025,24387,0.530405544,0.458153934,0.001461017,0.014319299,0.125548311,36127,12741,100800,0.059892768,0.26552076,0.32528318,0.001461017,0,0.126788863,18998,0.000556596,0.473161931,0.363916834,0.113346747,0.093500719,0.001066142,0.25405834,0.5185,0.021577089,0.107643788,0.41358364,0.063946646,Alabama,1238.466,19.69129552,10.28772691,1025
1027,13378,0.830168934,0.147779937,0,0.029029794,0.101669359,41225,6802,102200,0.044388307,0.230226404,0.276355997,0,0,0.13813724,10559,0,0.483181343,0.362095238,0.159047619,0.087152652,0.013155928,0.184432515,0.4684,0.029592205,0.102071907,0.485560338,0.042042584,Alabama,603.961,22.15043687,11.26231661,1027
1029,14938,0.941759272,0.026308743,0.000186741,0.032658051,0.136716132,40188,6806,112000,0.060767591,0.158683515,0.243450926,0.000186741,0,0.117619494,11500,0.00185701,0.487414647,0.52907089,0.135986092,0.066986496,0.011848976,0.185483321,0.4622,0.034648188,0.124051491,0.276075772,0.031982942,Alabama,560.1,26.67023746,12.15140154,1029
1031,51288,0.758910466,0.172145531,0,0.037091313,0.234160174,53155,23088,149100,0.075443038,0.14288808,0.352064278,0,0,0.110181719,39127,0.028239941,0.493565746,0.259062817,0.045198782,0.099838895,0.019809702,0.150568294,0.4427,0.016662831,0.098989532,0.515270416,0.053026467,Alabama,678.971,75.53783593,34.00439783,1031
1033,54495,0.794348105,0.158087898,0.000996648,0.030597734,0.187276774,47558,26466,113500,0.078801925,0.176339454,0.2729483,0.000996648,0,0.135957427,42887,0.001060278,0.478484265,0.28020173,0.065886272,0.110224639,0.010202771,0.162712304,0.4496,0.019834195,0.080239831,0.427047008,0.054778035,Alabama,592.618,91.95636987,44.65946023,1033
1035,12514,0.508949976,0.477145597,0.002063983,0.010494097,0.107255877,33177,7143,76600,0.072456321,0.359652807,0.233930914,0.002063983,0,0.14056257,9863,0,0.48241969,0.346723044,0.055496829,0.080935252,0.004554899,0.222276068,0.4354,0.042651593,0.143235223,0.497944339,0.042394656,Alabama,850.156,14.71965145,8.4019874,1035
1037,10855,0.657116536,0.342054353,0.004505632,0.019985377,0.115795869,38301,6558,87900,0.086618005,0.374351937,0.180112113,0.004505632,0,0.145370797,9005,0,0.506771073,0.412781561,0.112362493,0.1,0.004421925,0.139590509,0.4646,0.03649635,0.077591973,0.892973893,0.030900243,Alabama,650.926,16.67624277,10.07487794,1037
1039,37351,0.846670772,0.129206715,0.000475899,0.036713753,0.149481806,40601,18907,95500,0.057252165,0.206219919,0.259728145,0.000475899,0,0.142486145,29161,0.000697512,0.486519772,0.2953776,0.093415325,0.087589771,0.003667907,0.183184825,0.4553,0.021008121,0.109090415,0.26305612,0.06080945,Alabama,1030.455,36.24709473,18.3482054,1039
1041,13865,0.716768842,0.230652723,0.005394713,0.033034826,0.155555556,39812,6790,79500,0.033143264,0.25994109,0.261890547,0.005394713,0,0.126072845,10749,0.004231947,0.4914533,0.434178404,0.116056338,0.074126871,0.013847818,0.157235927,0.504,0.025659301,0.098784417,0.634978425,0.047576622,Alabama,608.84,22.77281388,11.1523553,1041
1043,82313,0.952364754,0.012124452,0.001040774,0.038008461,0.137488639,42558,37652,124100,0.063024574,0.183841496,0.254181582,0.001040774,0,0.125423688,63741,0.000743788,0.492753271,0.338137819,0.126625813,0.10220283,0.0150523,0.158376123,0.4548,0.011908008,0.117623947,0.494695519,0.043480896,Alabama,734.842,112.0145555,51.23822536,1043
1045,49255,0.728636687,0.197929144,0.000348467,0.045474022,0.170451141,45960,23065,110100,0.091927878,0.19054845,0.398018211,0.000348467,0,0.106973911,37749,0.060674388,0.492010963,0.26094544,0.039572961,0.079056865,0.018942239,0.18385088,0.45,0.025020804,0.11216222,0.514055696,0.047323162,Alabama,561.148,87.77541754,41.10323836,1045
1047,40029,0.281221115,0.704739064,0,0.034953477,0.151165414,31602,20336,82600,0.058831759,0.196695515,0.402118022,0,0,0.100677009,30249,0.000382166,0.460865872,0.262547142,0.082390484,0.102693249,0.009143371,0.310884906,0.4885,0.017208814,0.119550177,0.399283825,0.050856943,Alabama,978.693,40.90046623,20.77873245,1047
1049,71200,0.856348315,0.014101124,0.00053071,0.02736109,0.127099173,39233,31462,102700,0.066592171,0.169410718,0.288075922,0.00053071,0,0.106587079,53720,8.93703E-05,0.495842697,0.314454899,0.068841501,0.08408702,0.061025281,0.220750552,0.4748,0.014142543,0.144073932,0.349322929,0.031078674,Alabama,777.093,91.62352511,40.48678858,1049
1051,81212,0.748953357,0.214278678,0.00125067,0.028926329,0.24505461,59347,34004,161100,0.080447192,0.14295377,0.262944789,0.000565779,0.000684891,0.095663202,62973,0.007024648,0.48576565,0.461235217,0.053693121,0.083848452,0.009481357,0.123391104,0.4359,0.018899175,0.081370366,0.780977235,0.061340984,Alabama,618.485,131.3079541,54.97950637,1051
1053,37328,0.618704458,0.319331333,0,0.036863271,0.126593491,35000,16595,98200,0.090132983,0.190840615,0.312109026,0,0,0.115516502,29000,0,0.510796185,0.293505622,0.083151535,0.092349368,0.00350943,0.240467673,0.4823,0.026268265,0.148640431,0.293708487,0.038909867,Alabama,945.083,39.49706005,17.55930432,1053
1055,102939,0.803485559,0.15749133,0.002081367,0.035149702,0.177331759,44023,47705,109900,0.095640475,0.187150194,0.280965521,0.002081367,0,0.118662509,80658,0.000215851,0.482334198,0.288357321,0.077029718,0.112918073,0.018263243,0.172589032,0.4483,0.012792976,0.104272316,0.444924361,0.046663677,Alabama,534.987,192.4140213,89.17039106,1055
1057,16585,0.849864335,0.119264396,0,0.032100187,0.129384655,37458,8470,83800,0.043103448,0.179811098,0.220958687,0,0,0.139825143,13023,0.000963605,0.492613808,0.413882582,0.143042491,0.115673981,0.001507386,0.20047997,0.4635,0.02539185,0.086481538,0.688364547,0.064733542,Alabama,627.66,26.42354141,13.49456712,1057
1059,31542,0.839103418,0.044004819,0.002035863,0.03470116,0.128723813,40459,14152,87800,0.062261655,0.207885811,0.294380018,0.002035863,0,0.107983007,23736,8.13074E-05,0.494642065,0.414490913,0.111737164,0.052844579,0.076532877,0.202351505,0.4224,0.030119075,0.12318401,0.42497851,0.029185151,Alabama,633.819,49.764996,22.328141,1059
1061,26491,0.863349817,0.095466385,0.000302786,0.049432198,0.110925906,38142,12768,92300,0.048571713,0.179276316,0.291917168,0.000302786,0,0.128458722,20635,0.004163548,0.48963799,0.403204272,0.096641676,0.100527521,0.008833189,0.239981663,0.4413,0.024086792,0.137032367,0.5524662,0.048273116,Alabama,574.409,46.11870636,22.22806398,1061
1063,8426,0.171492998,0.796700688,0,0.019966159,0.100977199,21804,5075,66400,0.053085299,0.41773399,0.312690355,0,0,0.12057916,6564,0,0.468787088,0.456173421,0.144203582,0.105716878,0.000356041,0.386505273,0.5041,0.079854809,0.114203799,0.752845528,0.045372051,Alabama,647.11,13.02097016,7.842561543,1063
1065,14887,0.396184591,0.587626788,0.001202405,0.01961824,0.141098203,30571,7777,92700,0.071217785,0.272470104,0.285259809,0.001202405,0,0.118492645,11406,0.003710888,0.471485188,0.510343401,0.117501034,0.100137714,0.001948008,0.2600355,0.5071,0.027739524,0.087651034,0.820126945,0.072594924,Alabama,643.942,23.11854173,12.07717465,1065
1067,17124,0.711224013,0.277330063,0,0.031788874,0.1797485,48610,9096,115100,0.10468841,0.26682058,0.171989804,0,0,0.144592385,13537,0.000715308,0.480728802,0.366138199,0.06595872,0.12550961,0.008234057,0.135360763,0.435,0.025771695,0.11366744,0.688133182,0.056348282,Alabama,561.75,30.48331108,16.19225634,1067
1069,104352,0.693681003,0.269070071,0.000938065,0.044251395,0.210270858,45496,47187,130500,0.101036328,0.16813953,0.344228467,0.000938065,0,0.11275299,79966,0.001835017,0.479425406,0.259433187,0.031205241,0.121108126,0.011863692,0.183111137,0.4808,0.006231514,0.102985219,0.190162201,0.070781874,Alabama,579.821,179.9727847,81.38201272,1069
1071,52094,0.910124007,0.034533727,0.000402982,0.023610976,0.141840161,39816,25106,105300,0.052602903,0.1784434,0.259090468,0.000402982,0,0.118286175,40935,0.00011808,0.490190809,0.370527624,0.075700305,0.084749121,0.008599839,0.202102894,0.4616,0.020060429,0.09619522,0.313226871,0.044925454,Alabama,1077.865,48.33072787,23.29234181,1071
1073,659892,0.519162227,0.426891067,0.009056375,0.051417271,0.324162306,51979,307372,154400,0.092309575,0.151113309,0.372008708,0.009016035,4.03402E-05,0.097975123,508234,0.000989822,0.473332,0.332645223,0.040967425,0.111738992,0.02676044,0.170047772,0.4996,0.004387821,0.093661527,0.171364624,0.089955295,Alabama,1111.279,593.8130748,276.5930068,1073
1075,13933,0.874685997,0.111820857,0.00681431,0.016069635,0.124835742,36756,7390,77200,0.032596478,0.191610284,0.235520589,0.00681431,0,0.145338405,10868,0,0.488049953,0.437714941,0.098968284,0.095166729,0.0048805,0.212119008,0.4623,0.035406519,0.087528147,0.320115159,0.074747096,Alabama,604.848,23.03553951,12.21794567,1075
1077,92585,0.870130151,0.101139493,0.000328631,0.060445552,0.239401536,46265,44792,136400,0.104360827,0.140158957,0.315158124,0.000328631,0,0.135335097,74063,0.000998594,0.478641249,0.296663661,0.075305938,0.092225268,0.013360696,0.151778297,0.4672,0.01338151,0.090197361,0.401937086,0.055170695,Alabama,667.694,138.6638191,67.0846226,1077
1079,33171,0.782068674,0.109342498,0.001453019,0.017563032,0.117033554,44515,15373,107200,0.049411203,0.166655825,0.209039107,0.001453019,0,0.11112116,25939,0.000710519,0.48243948,0.462985888,0.07435834,0.083227244,0.006632299,0.167523343,0.4389,0.023551878,0.081591738,0.783078611,0.040420115,Alabama,690.678,48.02672157,22.2578394,1079
1081,159287,0.703045446,0.230244778,0.006977807,0.088575615,0.340853582,48056,68081,165000,0.094344536,0.127906464,0.396678625,0.006410168,0.000567639,0.069057739,125085,0.005232757,0.492017553,0.277110343,0.041356958,0.086600143,0.037617634,0.213998774,0.5081,0.012226548,0.079068412,0.203731021,0.060735238,Alabama,607.538,262.184423,112.0604802,1081
1083,93052,0.807537721,0.133989597,0.001807674,0.030286995,0.254564967,56460,36069,152900,0.073923475,0.109318251,0.219821951,0.001807674,0,0.101169239,71640,0.001265686,0.498936079,0.418843088,0.046779945,0.074756914,0.021890986,0.137450332,0.4509,0.015810077,0.094931581,0.658950446,0.061952267,Alabama,559.935,166.1835749,64.41640548,1083
1085,10236,0.248729973,0.742575225,0.003571429,0.016267943,0.141156463,30833,5187,66300,0.05640729,0.194139194,0.263397129,0.003571429,0,0.118210238,7906,0,0.471864009,0.587563833,0.090417543,0.103557998,0.001465416,0.279235568,0.4999,0.041365346,0.091725022,0.819876943,0.051489731,Alabama,715.911,14.29786663,7.245314012,1085
1087,19054,0.158759316,0.826073265,0.005179171,0.048317402,0.20683972,32074,10274,79500,0.101934422,0.256667316,0.342542883,0.005179171,0,0.120132256,15643,0.00087184,0.461320458,0.343002689,0.046412905,0.076828097,0.006245408,0.257790029,0.5145,0.022225271,0.07924368,0.691987228,0.088626698,Alabama,608.885,31.29326556,16.87346543,1087
1089,357560,0.681941492,0.240552635,0.001753904,0.052583026,0.416965769,63417,159299,180600,0.081624969,0.088154979,0.327738613,0.001753904,0,0.097186486,278365,0.003972995,0.488491442,0.25968155,0.017906771,0.084463393,0.027634523,0.131980978,0.4673,0.007576855,0.088262,0.079297245,0.074563665,Alabama,801.588,446.0645618,198.7292724,1089
1091,19538,0.453219367,0.538335551,0,0.018666323,0.154107816,32809,10325,90000,0.056224288,0.247651332,0.287718847,0,0,0.132306275,15070,0,0.483468113,0.332957656,0.113186282,0.109401188,0.003838673,0.218245104,0.5386,0.03474021,0.094626773,0.489038201,0.077555996,Alabama,976.88,20.00040947,10.56936369,1091
1093,29965,0.930619056,0.036609378,0.000511378,0.020717327,0.131403952,35392,14867,86500,0.040317195,0.17858344,0.246396987,0.000511378,0,0.145369598,23649,0.000904122,0.497180043,0.309078309,0.085065835,0.087479132,0.006340731,0.174591861,0.4596,0.024958264,0.104956268,0.435728009,0.051001669,Alabama,742.289,40.36837404,20.02858725,1093
1095,95145,0.923716433,0.025813232,0.005110379,0.038686382,0.192209792,42490,40630,122500,0.072492756,0.141127246,0.296337689,0.005110379,0,0.1117137,71491,0.000418196,0.493741132,0.321442864,0.087430965,0.088417058,0.053392191,0.21688493,0.4805,0.011488063,0.129220752,0.465452118,0.041131369,Alabama,565.847,168.1461597,71.80386217,1095
1097,414659,0.587610543,0.355554805,0.00466019,0.04477928,0.229395857,46166,183164,126600,0.092292328,0.149226922,0.351091888,0.004532354,0.000127836,0.099812135,316322,0.002329609,0.477327153,0.371002702,0.048013114,0.099352002,0.015463308,0.192803875,0.4765,0.006657904,0.115343236,0.073259543,0.074109362,Alabama,1229.439,337.2749685,148.9817714,1097
1099,21512,0.549181852,0.414977687,0.006615215,0.015830163,0.140824072,30141,11398,103000,0.063998754,0.285050009,0.391090931,0.006615215,0,0.132205281,16592,0,0.475548531,0.32360613,0.12145419,0.077545936,0.001812942,0.309102045,0.5477,0.034412955,0.129658349,0.487692698,0.039862971,Alabama,1025.676,20.9734848,11.11267106,1099
11001,684498,0.409744075,0.469419925,0.348282755,0.125596292,0.575687758,82604,311545,568400,0.099484282,0.097010063,0.582076766,0.141833803,0.206448952,0.081246402,562761,0.005534865,0.474626661,0.527427326,0.087595233,0.04868714,0.081794249,0.168220896,0.5283,0.005593265,0.039514548,NA,0.19139531,District of Columbia,61.047,11212.63944,5103.362983,11001
1101,226941,0.365125738,0.576652081,0.005475166,0.048611343,0.320783514,47990,104355,127500,0.105060686,0.139140434,0.414192687,0.005475166,0,0.093173997,173272,0.009713496,0.473048061,0.211074715,0.032246659,0.083231444,0.030206089,0.206941898,0.4929,0.011183014,0.104799618,0.182808631,0.07770455,Alabama,784.245,289.3751315,133.0642848,1101
1103,119122,0.805611054,0.127835328,0.003902631,0.038382334,0.2169801,49751,51951,131000,0.078057966,0.121364363,0.278622442,0.003902631,0,0.11184332,91738,0.000368471,0.492436326,0.345593408,0.040056276,0.090171413,0.031614647,0.153019836,0.4511,0.011142818,0.099948019,0.48110291,0.059441306,Alabama,579.338,205.6174461,89.67304061,1103
1105,9486,0.299177736,0.694497154,0,0.007794739,0.157007739,23561,4751,65900,0.055483871,0.35192591,0.272491069,0,0,0.129032258,7417,0.000909209,0.467636517,0.359142607,0.132983377,0.065806452,0.006114274,0.417503752,0.479,0.065376344,0.127157714,0.597018553,0.079139785,Alabama,719.665,13.18113289,6.601682727,1105
1107,20298,0.559759582,0.412208099,0.000855188,0.013944223,0.134500515,37458,9557,97500,0.039097534,0.212095846,0.260424967,0.000855188,0,0.116760272,16296,0,0.478273722,0.546308928,0.147642868,0.112528027,0.029559563,0.234863747,0.4997,0.031670404,0.084971129,0.538687499,0.069366592,Alabama,881.408,23.02906259,10.84287867,1107
1109,33403,0.567613687,0.380115558,0.001381115,0.067809821,0.235538478,34678,16077,117400,0.12041439,0.281768987,0.407205335,0.001381115,0,0.102835075,26864,0.000216794,0.479807203,0.25803531,0.05734118,0.056340027,0.036314104,0.265942581,0.5343,0.022848223,0.095411573,0.252689902,0.078762506,Alabama,672.093,49.69996712,23.92079668,1109
1111,22574,0.77270311,0.20142642,0.001291686,0.033553164,0.149320117,41449,12056,88700,0.040101994,0.283095554,0.265879903,0.001291686,0,0.137857712,17660,0,0.486798972,0.423034735,0.096404631,0.088548911,0.01027731,0.1772301,0.4733,0.022832638,0.104730335,0.242395264,0.071859064,Alabama,580.549,38.88388405,20.76655028,1111
1113,58213,0.502568155,0.428718671,0.002345293,0.043667546,0.165288832,40978,27426,118600,0.087388535,0.170859768,0.401890941,0.002345293,0,0.089035095,43855,0.02734641,0.483122327,0.36897673,0.037290426,0.076348195,0.014653084,0.201215241,0.454,0.022208068,0.133466664,0.164763499,0.059065817,Alabama,641.139,90.7962236,42.77699532,1113
1115,87306,0.873067143,0.094518132,0.002177963,0.033787144,0.164601799,54887,36628,148200,0.068799671,0.121655564,0.210586846,0.002177963,0,0.101482143,67308,0.000503786,0.501168305,0.521214732,0.068220978,0.094004784,0.010148214,0.132038107,0.4068,0.012859752,0.087805392,0.749967837,0.044623338,Alabama,631.9,138.1642665,57.96486786,1115
1117,211261,0.802788967,0.120490767,0.000287403,0.042130528,0.421302171,75761,86077,204500,0.082904544,0.090024048,0.203273414,0.000287403,0,0.09049943,160650,0.000834018,0.4850777,0.472046552,0.078980866,0.082110022,0.033858592,0.084435446,0.4344,0.007093943,0.066691153,0.601031144,0.080000757,Alabama,784.93,269.1462933,109.6620081,1117
1119,12985,0.24651521,0.719753562,0.004202719,0.030116901,0.218248918,23132,6858,74600,0.096981222,0.264071158,0.350505251,0.004202719,0,0.121832884,10463,0.001114724,0.463149788,0.400250313,0.086858573,0.078202995,0.019715056,0.313336639,0.5469,0.064654148,0.153977892,0.402643645,0.077489898,Alabama,903.889,14.36570198,7.587214802,1119
1121,80565,0.641966114,0.322844908,0.003527162,0.038717483,0.142849506,41012,37669,101800,0.069043176,0.16623749,0.287037921,0.003527162,0,0.111636567,63217,0.000687621,0.486017501,0.339300217,0.088792637,0.081976707,0.010984919,0.199484483,0.4584,0.015989962,0.092679469,0.519033883,0.050382858,Alabama,736.777,109.347876,51.1267317,1121
1123,40636,0.695220986,0.274264199,0.000939534,0.023285506,0.183472115,43361,22310,107800,0.05516144,0.262752129,0.271522374,0.000939534,0,0.140712669,32062,0,0.480288414,0.362403634,0.103180066,0.104621097,0.007604095,0.202879385,0.4617,0.018232447,0.080528546,0.521072898,0.058874229,Alabama,716.523,56.71276428,31.13647434,1123
1125,206213,0.644367717,0.316468894,0.00306815,0.068514348,0.303157878,52221,90576,166000,0.102621723,0.200903109,0.368490861,0.00306815,0,0.082332346,163037,0.000733842,0.482699927,0.254587207,0.05335499,0.09929374,0.024823847,0.174094843,0.463,0.009973248,0.074086559,0.172644198,0.080802568,Alabama,1321.761,156.0138331,68.52676089,1125
1127,64493,0.907803948,0.062130774,0.002065262,0.048330404,0.1157113,41748,31057,93100,0.08216295,0.193869337,0.239295415,0.002065262,0,0.130959949,50140,0.000501679,0.488518134,0.400033787,0.128642622,0.105921399,0.008605585,0.197343543,0.4587,0.013801757,0.107738879,0.54387876,0.062816206,Alabama,791.192,81.51371601,39.25343027,1127
1129,16643,0.661118789,0.245508622,0,0.026802064,0.11125643,40794,8509,85200,0.048754063,0.294041603,0.161977693,0,0,0.122273629,12940,0,0.505918404,0.535264247,0.202557833,0.120982304,0.003665205,0.210352826,0.4684,0.024738173,0.095520581,0.529809017,0.045323221,Alabama,1080.208,15.40721787,7.877186616,1129
1131,10809,0.268572486,0.694883893,0.003142458,0.055205047,0.125069406,27237,5728,82200,0.065579459,0.335893855,0.35042061,0.003142458,0,0.118234804,8167,0.002916132,0.474974558,0.396171903,0.102564103,0.085704372,0.002775465,0.310614738,0.5108,0.04129077,0.116111269,0.583956153,0.061762665,Alabama,888.499,12.16546108,6.44682774,1131
1133,23875,0.96339267,0.003769634,0.003820329,0.031904711,0.135358473,38504,13649,87800,0.050555556,0.311085061,0.210252047,0.003820329,0,0.146973822,18883,0.00092284,0.49591623,0.438812023,0.136450382,0.100222222,0.007748691,0.16236335,0.4517,0.026222222,0.120045877,0.666354341,0.046888889,Alabama,612.979,38.94913203,22.26666819,1133
12001,263148,0.694255704,0.199857115,0.038738627,0.118559888,0.425239073,49078,116289,173900,0.116443281,0.16545847,0.451879482,0.038598658,0.00013997,0.084131363,215778,0.000584043,0.483750589,0.248989951,0.036974688,0.139201952,0.05185675,0.217917149,0.5138,0.009024294,0.09043529,0.147257803,0.102603876,Florida,875.016,300.7350723,132.8992841,12001
12003,27785,0.828972467,0.137124348,0,0.042434783,0.133554853,61769,9903,120900,0.058725144,0.129051802,0.243594203,0,0,0.086413532,21092,0.000733171,0.530969948,0.516705127,0.091100632,0.112246794,0.006766241,0.146290825,0.4414,0.042742985,0.120529328,0.704891567,0.065787028,Florida,585.229,47.47714143,16.92158112,12003
12005,182482,0.812244495,0.109698491,0.010464158,0.06263622,0.228216644,51829,102266,172600,0.142758502,0.313564626,0.365446801,0.010464158,0,0.108191493,143076,0.022270538,0.497407964,0.309743202,0.05454431,0.093955759,0.027969882,0.1465936,0.4509,0.008754408,0.140145312,0.086855678,0.05023304,Florida,758.459,240.5957342,134.8339198,12005
12007,26979,0.775973906,0.198413581,0.006464124,0.066051373,0.105500821,46197,11020,97200,0.077220077,0.183938294,0.314133215,0.006464124,0,0.121205382,21489,0.000947525,0.550094518,0.491924779,0.170243363,0.122050622,0.012602394,0.203370208,0.4403,0.044079794,0.121429181,0.801867518,0.054054054,Florida,293.96,91.7777929,37.48809362,12007
12009,576808,0.826561005,0.100726758,0.005853216,0.060308972,0.293099893,54359,276294,177400,0.11106989,0.171578102,0.271150082,0.005737637,0.000115578,0.160585498,469997,0.002560343,0.488937393,0.324935332,0.058733217,0.100669828,0.031939571,0.127196606,0.455,0.006547432,0.106520846,0.148930197,0.068866267,Florida,1015.656,567.9166962,272.0350197,12009
12011,1909151,0.611541989,0.284666326,0.026481256,0.069530618,0.319370451,57333,821088,243100,0.111741607,0.169287579,0.379382133,0.02593473,0.000546526,0.109116565,1500346,0.000667213,0.486976672,0.449082471,0.088160329,0.091929422,0.137303964,0.134875152,0.4861,0.002960405,0.143855126,0.340218839,0.04783602,Florida,1209.791,1578.083322,678.7023544,12011
12013,14444,0.802963168,0.125450014,0,0.028314311,0.098989703,38609,6012,81300,0.085017712,0.242182302,0.176031607,0,0,0.122057602,11357,0.000684229,0.557186375,0.357377768,0.086384565,0.116899354,0.019246746,0.122245625,0.4523,0.05313607,0.181239423,0.586615221,0.058553865,Florida,567.334,25.45942954,10.59693232,12013
12015,176954,0.901918013,0.055014298,0.002477918,0.060183848,0.231800028,49225,103372,176500,0.114792608,0.263340169,0.204898227,0.002208213,0.000269705,0.277015496,154789,0.000190405,0.487573042,0.324674359,0.071761711,0.108073922,0.042282175,0.111088671,0.4542,0.0124846,0.112023653,0.469806394,0.052583162,Florida,680.279,260.119745,151.9553007,12015
12017,143087,0.927100296,0.029233963,0.002782515,0.050476403,0.176373796,41424,79115,123800,0.114155251,0.206699109,0.185510341,0.002401041,0.000381474,0.252580598,121714,6.42199E-05,0.484851873,0.32755056,0.081180636,0.116514824,0.020358244,0.166920688,0.4611,0.012649931,0.10290142,0.396224922,0.055187783,Florida,581.697,245.9820147,136.007234,12017
