PLACE,STATE,POP,COLPCT,MEDINC,MHMVAL,MRENT
McFarland city,California,14456,0.037418148,33281,158100,885
McFarland city,California,14456,0.037418148,33281,158100,885
McFarland village,Wisconsin,8492,0.414890073,87394,245500,973
McGehee city,Arkansas,3858,0.143165157,24366,79900,436
McGill CDP,Nevada,1180,0.20293725,56277,87800,767
McGrath city,Alaska,283,0.158823529,51875,62500,1036
McGrath city,Alaska,283,0.158823529,51875,62500,1036
McGraw village,New York,879,0.12305296,53864,90600,661
McGregor CDP,Florida,8032,0.440944882,65893,321400,1347
McGregor city,Texas,5093,0.127713921,42354,90500,869
McGregor city,Texas,5093,0.127713921,42354,90500,869
McGregor city,Texas,5093,0.127713921,42354,90500,869
McGregor city,Iowa,821,0.202265372,32264,117100,436
McGregor city,Iowa,821,0.202265372,32264,117100,436
McGregor city,Iowa,821,0.202265372,32264,117100,436
McGregor city,Minnesota,383,0.113445378,33036,74600,568
McGregor city,Minnesota,383,0.113445378,33036,74600,568
McGregor city,Minnesota,383,0.113445378,33036,74600,568
McGuffey village,Ohio,514,0.057057057,41806,61500,650
McHenry city,Kentucky,417,0.094262295,40694,48800,600
McHenry city,Kentucky,417,0.094262295,40694,48800,600
McHenry city,Kentucky,417,0.094262295,40694,48800,600
McHenry city,Illinois,26740,0.259493671,72574,179600,1180
McHenry city,Illinois,26740,0.259493671,72574,179600,1180
McHenry city,Illinois,26740,0.259493671,72574,179600,1180
McIntire city,Iowa,79,0,46875,67900,675
McIntosh city,South Dakota,191,0.24,37222,28300,525
McIntosh city,South Dakota,191,0.24,37222,28300,525
McIntosh city,Minnesota,619,0.11328976,38036,67500,633
McIntosh city,Minnesota,619,0.11328976,38036,67500,633
McIntosh town,Alabama,431,0.230188679,51125,142000,784
McIntosh town,Alabama,431,0.230188679,51125,142000,784
McIntosh town,Florida,376,0.358803987,53214,135700,900
McIntosh town,Florida,376,0.358803987,53214,135700,900
McIntyre town,Georgia,678,0.046511628,30357,54200,679
McKean borough,Pennsylvania,457,0.294285714,60156,124100,846
McKee city,Kentucky,1060,0.039308176,15196,86800,320
McKees Rocks borough,Pennsylvania,5966,0.150860961,30587,49100,638
McKeesport city,Pennsylvania,19365,0.126001717,29312,46500,625
McKenna CDP,Washington,929,0.075144509,75234,274100,1137
McKenney town,Virginia,493,0.091176471,45179,134600,964
McKenzie city,Tennessee,5363,0.246051538,33304,89600,625
McKenzie town,Alabama,608,0.106699752,27917,60300,275
McKinleyville CDP,California,16612,0.317905778,51656,292000,962
McKinney Acres CDP,Texas,1021,0,42454,90300,735
McKinney city,Texas,173460,0.457402503,89964,281300,1272
McKittrick CDP,California,127,0.018691589,36250,43800,545
McLaughlin city,South Dakota,482,0.254612546,40000,38000,581
McLean CDP,Virginia,47075,0.836511156,201570,1019400,3088
McLean town,Texas,962,0.085141903,38625,43000,542
McLean village,Illinois,793,0.143617021,66875,103300,750
McLean village,Illinois,793,0.143617021,66875,103300,750
McLeansboro city,Illinois,2663,0.152647975,43382,68000,546
McLeansville CDP,North Carolina,897,0.170588235,60490,144400,682
McLemoresville town,Tennessee,332,0.157446809,34318,86000,562
McLoud city,Oklahoma,4649,0.101440392,58618,134600,744
McLouth city,Kansas,1184,0.175886525,48750,107200,750
McMechen city,West Virginia,1915,0.135440181,38947,73000,720
McMinnville city,Oregon,33662,0.250557103,51820,237300,929
McMinnville city,Oregon,33662,0.250557103,51820,237300,929
McMinnville city,Tennessee,13650,0.138071178,32320,92700,631
McMinnville city,Tennessee,13650,0.138071178,32320,92700,631
McNabb village,Illinois,283,0.243781095,77083,109500,713
McNair CDP,Virginia,20771,0.677002024,105763,421800,1842
McNary CDP,Arizona,657,0.047318612,33125,100000,544
McNary village,Louisiana,178,0.236220472,47083,85000,542
McNeal CDP,Arizona,140,0.373913043,49583,80600,480
McNeil city,Arkansas,423,0.022988506,27500,43100,570
McPherson city,Kansas,13041,0.317465956,54804,140400,765
McQueeney CDP,Texas,2543,0.215738758,54813,150700,866
McRae city,Arkansas,757,0.091093117,28036,70700,542
McRae-Helena city,Georgia,8538,0.063649448,27277,64800,577
McSherrystown borough,Pennsylvania,3071,0.079901961,41231,146300,830
McVeytown borough,Pennsylvania,334,0.2421875,52188,88200,548
McVille city,North Dakota,323,0.134615385,44219,64500,363
Mead CDP,Washington,6870,0.307950286,59961,219500,1070
Mead town,Colorado,4523,0.350787132,99395,355600,1575
Mead town,Colorado,4523,0.350787132,99395,355600,1575
Mead town,Oklahoma,106,0.181818182,39583,67500,600
Mead town,Oklahoma,106,0.181818182,39583,67500,600
Mead Valley CDP,California,19925,0.05081266,49072,261500,1206
Mead village,Nebraska,628,0.179948586,63906,129700,860
Meade city,Kansas,1592,0.213114754,52297,82200,603
Meadow Bridge town,West Virginia,347,0.121212121,33897,57300,638
Meadow Grove village,Nebraska,306,0.206896552,42188,50800,763
Meadow Lake CDP,New Mexico,4253,0.058595266,26398,67800,691
Meadow Lakes CDP,Alaska,7656,0.143767997,65684,233900,973
Meadow Oaks CDP,Florida,2513,0.178418803,43602,115600,957
Meadow town,Utah,265,0.182352941,52727,185200,779
Meadow town,Utah,265,0.182352941,52727,185200,779
Meadow town,Texas,685,0.127819549,50893,92000,495
Meadow town,Texas,685,0.127819549,50893,92000,495
Meadow Vale city,Kentucky,733,0.502636204,80938,197500,1636
Meadow View CDP,Virginia,1307,0.190782422,45074,114200,706
Meadow Woods CDP,Florida,36190,0.290070236,61584,207000,1458
Meadowbrook CDP,California,3033,0.099541284,50450,198700,1102
Meadowbrook CDP,California,3033,0.099541284,50450,198700,1102
Meadowbrook CDP,California,3033,0.099541284,50450,198700,1102
Meadowbrook CDP,Virginia,19532,0.215678863,61898,184100,1011
Meadowbrook CDP,Virginia,19532,0.215678863,61898,184100,1011
Meadowbrook CDP,Virginia,19532,0.215678863,61898,184100,1011
Meadowbrook CDP,Alabama,9387,0.556570513,107260,286200,1456
Meadowbrook CDP,Alabama,9387,0.556570513,107260,286200,1456
Meadowbrook CDP,Alabama,9387,0.556570513,107260,286200,1456
Meadowdale CDP,Washington,3152,0.304096171,114397,404500,1814
Meadowlakes city,Texas,2319,0.47826087,87321,251300,1168
Meadowood CDP,Pennsylvania,2846,0.266879562,61915,141700,832
Meadows Place city,Texas,4677,0.392835998,85875,170600,1657
Meadowview Estates city,Kentucky,425,0.350649351,42375,165600,961
Meadview CDP,Arizona,940,0.105381166,22361,71300,743
Meadville city,Pennsylvania,12949,0.258378892,35556,110600,661
Meadville city,Pennsylvania,12949,0.258378892,35556,110600,661
Meadville city,Missouri,466,0.181528662,48750,77000,497
Meadville city,Missouri,466,0.181528662,48750,77000,497
Meansville city,Georgia,99,0.220779221,31667,153600,1125
Mebane city,North Carolina,15198,0.361294312,54157,185700,903
Mecca CDP,California,7174,0.012414492,23895,155000,583
Mecca town,Indiana,368,0.018957346,39750,44300,633
Mechanic Falls CDP,Maine,1894,0.162142333,54560,110500,473
Mechanicsburg borough,Pennsylvania,8987,0.325253416,55545,171500,902
Mechanicsburg village,Illinois,729,0.157024793,68750,106700,725
Mechanicsburg village,Illinois,729,0.157024793,68750,106700,725
Mechanicsburg village,Ohio,1591,0.118677043,54417,88900,826
Mechanicsburg village,Ohio,1591,0.118677043,54417,88900,826
Mechanicstown CDP,New York,6957,0.173095945,56131,203200,1212
Mechanicsville borough,Pennsylvania,462,0.147798742,62955,85000,915
Mechanicsville CDP,Virginia,37501,0.347595407,80714,237500,1191
Mechanicsville CDP,Virginia,37501,0.347595407,80714,237500,1191
Mechanicsville CDP,Maryland,1765,0.320074006,128056,340400,1045
Mechanicsville CDP,Maryland,1765,0.320074006,128056,340400,1045
Mechanicsville city,Iowa,986,0.177966102,57734,106400,817
Mechanicville city,New York,5144,0.202279202,45938,191400,809
Mecosta village,Michigan,478,0.081081081,37625,61800,810
Medaryville town,Indiana,652,0.035128806,33047,64400,692
Medfield CDP,Massachusetts,6776,0.683801691,127267,591600,1283
Medford CDP,New York,24247,0.284847764,94485,311200,1965
Medford city,Massachusetts,57771,0.52802962,92363,464400,1666
Medford city,Massachusetts,57771,0.52802962,92363,464400,1666
Medford city,Massachusetts,57771,0.52802962,92363,464400,1666
Medford city,Massachusetts,57771,0.52802962,92363,464400,1666
Medford city,Massachusetts,57771,0.52802962,92363,464400,1666
Medford city,Oklahoma,1179,0.196335079,42109,72600,759
Medford city,Oklahoma,1179,0.196335079,42109,72600,759
Medford city,Oklahoma,1179,0.196335079,42109,72600,759
Medford city,Oklahoma,1179,0.196335079,42109,72600,759
Medford city,Oklahoma,1179,0.196335079,42109,72600,759
Medford city,Oregon,80051,0.24416659,47567,244700,933
Medford city,Oregon,80051,0.24416659,47567,244700,933
Medford city,Oregon,80051,0.24416659,47567,244700,933
Medford city,Oregon,80051,0.24416659,47567,244700,933
Medford city,Oregon,80051,0.24416659,47567,244700,933
Medford city,Minnesota,1339,0.228978008,69630,154000,760
Medford city,Minnesota,1339,0.228978008,69630,154000,760
Medford city,Minnesota,1339,0.228978008,69630,154000,760
Medford city,Minnesota,1339,0.228978008,69630,154000,760
Medford city,Minnesota,1339,0.228978008,69630,154000,760
Medford city,Wisconsin,4312,0.173677069,43438,108000,648
Medford city,Wisconsin,4312,0.173677069,43438,108000,648
Medford city,Wisconsin,4312,0.173677069,43438,108000,648
Medford city,Wisconsin,4312,0.173677069,43438,108000,648
Medford city,Wisconsin,4312,0.173677069,43438,108000,648
Medford Lakes borough,New Jersey,4031,0.563662897,109700,297600,1817
Media borough,Pennsylvania,5423,0.566658884,71841,316600,1134
Media village,Illinois,104,0.082191781,62500,82900,675
Mediapolis city,Iowa,1713,0.295811518,60203,109200,612
Medical Lake city,Washington,4937,0.325424816,59596,193800,673
Medicine Bow town,Wyoming,349,0.147482014,32353,102700,550
Medicine Lake city,Minnesota,422,0.649006623,86250,704200,928
Medicine Lake town,Montana,284,0.29468599,46250,116300,775
Medicine Lodge city,Kansas,2027,0.154889365,46603,63400,526
Medina CDP,Texas,5296,0.027549342,29334,39800,476
Medina city,Ohio,26220,0.372174012,63888,167700,795
Medina city,Ohio,26220,0.372174012,63888,167700,795
Medina city,Ohio,26220,0.372174012,63888,167700,795
Medina city,Ohio,26220,0.372174012,63888,167700,795
Medina city,Ohio,26220,0.372174012,63888,167700,795
Medina city,Tennessee,4175,0.288254756,69440,170500,1043
Medina city,Tennessee,4175,0.288254756,69440,170500,1043
Medina city,Tennessee,4175,0.288254756,69440,170500,1043
Medina city,Tennessee,4175,0.288254756,69440,170500,1043
Medina city,Tennessee,4175,0.288254756,69440,170500,1043
Medina city,Washington,3260,0.783771734,192120,2000001,2750
Medina city,Washington,3260,0.783771734,192120,2000001,2750
Medina city,Washington,3260,0.783771734,192120,2000001,2750
Medina city,Washington,3260,0.783771734,192120,2000001,2750
Medina city,Washington,3260,0.783771734,192120,2000001,2750
Medina city,North Dakota,271,0.156756757,46250,69600,575
Medina city,North Dakota,271,0.156756757,46250,69600,575
Medina city,North Dakota,271,0.156756757,46250,69600,575
Medina city,North Dakota,271,0.156756757,46250,69600,575
Medina city,North Dakota,271,0.156756757,46250,69600,575
Medina city,Minnesota,6191,0.648507463,144107,636500,1363
Medina city,Minnesota,6191,0.648507463,144107,636500,1363
Medina city,Minnesota,6191,0.648507463,144107,636500,1363
Medina city,Minnesota,6191,0.648507463,144107,636500,1363
Medina city,Minnesota,6191,0.648507463,144107,636500,1363
Medina village,New York,5839,0.199251637,39710,71200,702
Medley town,Florida,1118,0.22259887,32500,38400,869
Medon city,Tennessee,278,0.133004926,43500,96000,643
Medora city,North Dakota,138,0.47826087,70313,231300,879
Medora town,Indiana,600,0.084398977,30469,45300,697
Medora village,Illinois,410,0.086956522,45446,73000,850
Medulla CDP,Florida,9679,0.231074481,49356,169100,961
Meeker town,Oklahoma,1236,0.174746336,43333,86900,496
Meeker town,Oklahoma,1236,0.174746336,43333,86900,496
Meeker town,Colorado,2591,0.140221402,44663,183600,705
Meeker town,Colorado,2591,0.140221402,44663,183600,705
Meeteetse town,Wyoming,295,0.301204819,60750,130000,735
Mehlville CDP,Missouri,28376,0.304613936,56461,155400,797
Meigs city,Georgia,989,0.052380952,25000,55200,491
Meiners Oaks CDP,California,3508,0.372751626,79880,609600,1418
Meire Grove city,Minnesota,173,0.181818182,52500,112500,769
Mekoryuk city,Alaska,226,0.072847682,30000,82500,663
Melba city,Idaho,739,0.155844156,40813,109800,969
Melbeta village,Nebraska,128,0.027777778,53472,68300,825
Melbourne Beach town,Florida,3224,0.480446927,82723,354400,1795
Melbourne city,Iowa,895,0.148623853,51071,111100,713
Melbourne city,Iowa,895,0.148623853,51071,111100,713
Melbourne city,Iowa,895,0.148623853,51071,111100,713
Melbourne city,Iowa,895,0.148623853,51071,111100,713
Melbourne city,Arkansas,1787,0.24298316,37372,81000,525
Melbourne city,Arkansas,1787,0.24298316,37372,81000,525
Melbourne city,Arkansas,1787,0.24298316,37372,81000,525
Melbourne city,Arkansas,1787,0.24298316,37372,81000,525
Melbourne city,Kentucky,441,0.257575758,71250,134400,604
Melbourne city,Kentucky,441,0.257575758,71250,134400,604
Melbourne city,Kentucky,441,0.257575758,71250,134400,604
Melbourne city,Kentucky,441,0.257575758,71250,134400,604
Melbourne city,Florida,80664,0.274277723,45938,155300,966
Melbourne city,Florida,80664,0.274277723,45938,155300,966
Melbourne city,Florida,80664,0.274277723,45938,155300,966
Melbourne city,Florida,80664,0.274277723,45938,155300,966
Melbourne Village town,Florida,852,0.40729927,63750,234500,967
Melcher-Dallas city,Iowa,1255,0.137971698,38438,70600,589
Melfa town,Virginia,386,0.115646259,46667,146100,795
Melissa city,Texas,8492,0.321428571,113532,279000,2059
Mellen city,Wisconsin,687,0.150659134,31250,62600,512
Mellette city,South Dakota,188,0.162790698,57000,80000,740
Mellott town,Indiana,179,0,41250,65400,617
Melody Hill CDP,Indiana,3809,0.345914397,85824,154700,1242
Melrose city,Iowa,155,0.069565217,48750,84000,800
Melrose city,Iowa,155,0.069565217,48750,84000,800
Melrose city,Iowa,155,0.069565217,48750,84000,800
Melrose city,Minnesota,3634,0.141852771,53899,123300,799
Melrose city,Minnesota,3634,0.141852771,53899,123300,799
Melrose city,Minnesota,3634,0.141852771,53899,123300,799
Melrose city,Massachusetts,28116,0.584072541,103743,508700,1362
Melrose city,Massachusetts,28116,0.584072541,103743,508700,1362
Melrose city,Massachusetts,28116,0.584072541,103743,508700,1362
Melrose Park CDP,New York,2330,0.409949622,93676,164100,870
Melrose Park village,Illinois,25311,0.125388343,50647,178600,970
Melrose village,New Mexico,595,0.102620087,42150,72100,773
Melrose village,New Mexico,595,0.102620087,42150,72100,773
Melrose village,New Mexico,595,0.102620087,42150,72100,773
Melrose village,Wisconsin,509,0.175074184,59250,98300,778
Melrose village,Wisconsin,509,0.175074184,59250,98300,778
Melrose village,Wisconsin,509,0.175074184,59250,98300,778
Melstone town,Montana,101,0.08974359,20833,66500,558
Melvern city,Kansas,455,0.142372881,36442,67900,560
Melville CDP,New York,17872,0.56558914,124116,641700,2276
Melville CDP,New York,17872,0.56558914,124116,641700,2276
Melville town,Louisiana,1172,0.05802969,25913,65000,413
Melvin city,Iowa,248,0.155172414,54167,45400,430
Melvin village,Michigan,153,0.027522936,40313,94000,756
Melvin village,Michigan,153,0.027522936,40313,94000,756
Melvin village,Illinois,516,0.126984127,41875,67000,650
Melvin village,Illinois,516,0.126984127,41875,67000,650
Melvindale city,Michigan,10419,0.110011177,43556,61700,845
Melwood CDP,Maryland,3656,0.291634981,82035,267900,1641
Memphis CDP,Florida,8788,0.197727658,46836,144000,961
Memphis CDP,Florida,8788,0.197727658,46836,144000,961
Memphis city,Texas,2259,0.113498993,32586,49100,530
Memphis city,Texas,2259,0.113498993,32586,49100,530
Memphis city,Texas,2259,0.113498993,32586,49100,530
Memphis city,Texas,2259,0.113498993,32586,49100,530
Memphis city,Missouri,1803,0.156346749,34458,64200,522
Memphis city,Missouri,1803,0.156346749,34458,64200,522
Memphis city,Missouri,1803,0.156346749,34458,64200,522
Memphis city,Missouri,1803,0.156346749,34458,64200,522
Memphis city,Michigan,1173,0.114457831,43056,122400,683
Memphis city,Michigan,1173,0.114457831,43056,122400,683
Memphis city,Michigan,1173,0.114457831,43056,122400,683
Memphis city,Michigan,1173,0.114457831,43056,122400,683
Memphis city,Tennessee,653248,0.256994722,39108,97000,884
Memphis city,Tennessee,653248,0.256994722,39108,97000,884
Memphis city,Tennessee,653248,0.256994722,39108,97000,884
Memphis city,Tennessee,653248,0.256994722,39108,97000,884
